t_s,pid,ppid,cpu_pct,rss_kib,comm
22,694185,694175,0.0,73924,sola-browser-ce
22,694257,694175,0.1,107848,sola-browser-ce
22,694254,694184,1.0,220168,sola-browser-ce
22,694258,694185,0.0,46736,sola-browser-ce
22,694268,694185,0.0,73688,sola-browser-ce
22,694269,694185,0.0,104720,sola-browser-ce
24,694175,694141,3.4,402944,sola-browser-ce
24,694184,694175,0.0,74164,sola-browser-ce
24,694185,694175,0.0,73924,sola-browser-ce
24,694257,694175,0.1,107848,sola-browser-ce
24,694254,694184,0.9,220168,sola-browser-ce
24,694258,694185,0.0,46736,sola-browser-ce
24,694268,694185,0.0,73688,sola-browser-ce
24,694269,694185,0.0,104720,sola-browser-ce
25,694175,694141,3.2,402944,sola-browser-ce
25,694184,694175,0.0,74164,sola-browser-ce
25,694185,694175,0.0,73924,sola-browser-ce
25,694257,694175,0.1,107848,sola-browser-ce
25,694254,694184,0.9,220168,sola-browser-ce
25,694258,694185,0.0,46736,sola-browser-ce
25,694268,694185,0.0,73688,sola-browser-ce
25,694269,694185,0.0,104720,sola-browser-ce
27,694175,694141,3.0,402944,sola-browser-ce
27,694184,694175,0.0,74164,sola-browser-ce
27,694185,694175,0.0,73924,sola-browser-ce
27,694257,694175,0.1,107848,sola-browser-ce
27,694254,694184,0.8,220168,sola-browser-ce
27,694258,694185,0.0,46736,sola-browser-ce
27,694268,694185,0.0,73688,sola-browser-ce
27,694269,694185,0.0,104720,sola-browser-ce
28,694175,694141,2.8,402944,sola-browser-ce
28,694184,694175,0.0,74164,sola-browser-ce
28,694185,694175,0.0,73924,sola-browser-ce
28,694257,694175,0.1,107848,sola-browser-ce
28,694254,694184,0.8,220168,sola-browser-ce
28,694258,694185,0.0,46736,sola-browser-ce
28,694268,694185,0.0,73688,sola-browser-ce
28,694269,694185,0.0,104720,sola-browser-ce
