t_s,util_pct,mem_used_mib
0,4,1385
1,1,1526
2,1,1513
4,11,1479
5,22,1450
7,44,1450
8,17,1451
10,30,1451
11,40,1451
13,23,1450
15,34,1450
16,23,1450
18,19,1450
19,34,1450
21,34,1450
22,17,1450
24,24,1450
25,35,1450
27,16,1450
28,40,1450
