t_s,pid,ppid,cpu_pct,rss_kib,comm
24,696137,696121,0.0,2284,bwrap
24,696146,696121,0.0,2292,bwrap
24,696138,696137,0.0,1652,bwrap
24,696148,696146,0.0,1668,bwrap
24,696143,696138,0.0,6232,xdg-dbus-proxy
24,696185,696148,17.9,880980,WPEWebProcess
26,696121,696106,23.2,231192,sola-browser-wp
26,696133,696121,2.6,109864,WPENetworkProce
26,696137,696121,0.0,2284,bwrap
26,696146,696121,0.0,2292,bwrap
26,696138,696137,0.0,1652,bwrap
26,696148,696146,0.0,1668,bwrap
26,696143,696138,0.0,6232,xdg-dbus-proxy
26,696185,696148,17.1,880992,WPEWebProcess
28,696121,696106,23.1,231192,sola-browser-wp
28,696133,696121,2.5,109864,WPENetworkProce
28,696137,696121,0.0,2284,bwrap
28,696146,696121,0.0,2292,bwrap
28,696138,696137,0.0,1652,bwrap
28,696148,696146,0.0,1668,bwrap
28,696143,696138,0.0,6232,xdg-dbus-proxy
28,696185,696148,16.5,880860,WPEWebProcess
29,696121,696106,23.2,231192,sola-browser-wp
29,696133,696121,2.3,109864,WPENetworkProce
29,696137,696121,0.0,2284,bwrap
29,696146,696121,0.0,2292,bwrap
29,696138,696137,0.0,1652,bwrap
29,696148,696146,0.0,1668,bwrap
29,696143,696138,0.0,6232,xdg-dbus-proxy
29,696185,696148,15.9,880860,WPEWebProcess
