t_s,util_pct,mem_used_mib
0,5,1356
1,18,1693
3,9,1693
4,17,1686
6,31,1656
8,35,1657
9,70,1657
11,32,1657
12,31,1657
14,41,1657
15,38,1658
17,33,1658
18,55,1658
20,41,1657
21,36,1657
23,41,1657
25,67,1656
26,31,1657
28,32,1657
29,35,1657
