t_s,util_pct,mem_used_mib
0,1,1384
1,10,1726
3,22,1807
4,32,1766
6,30,1713
8,55,1657
9,23,1653
11,24,1653
12,53,1652
14,22,1653
15,23,1653
17,49,1654
18,22,1653
20,25,1654
21,51,1654
23,27,1653
25,21,1653
26,50,1653
28,21,1653
29,23,1653
