t_s,util_pct,mem_used_mib
0,6,1356
2,12,1619
3,0,1630
5,4,1629
6,15,1597
8,24,1572
9,37,1572
11,27,1572
13,16,1572
14,19,1572
16,24,1572
17,35,1572
19,39,1572
20,36,1572
22,35,1572
24,34,1572
25,24,1572
27,37,1572
28,23,1572
