t_s,util_pct,mem_used_mib
0,6,1356
1,2,1454
3,13,1630
4,17,1621
6,34,1591
7,81,1587
9,27,1587
11,38,1587
12,37,1587
14,34,1587
15,36,1587
17,60,1587
19,33,1587
20,32,1587
22,37,1587
23,38,1587
25,34,1587
27,30,1587
28,60,1587
