t_s,util_pct,mem_used_mib
0,5,1356
1,1,1454
3,4,1647
4,9,1634
6,14,1606
8,24,1579
9,23,1578
11,24,1578
12,38,1578
14,25,1578
16,25,1578
17,25,1578
19,25,1578
20,34,1578
22,24,1578
24,31,1578
25,24,1578
27,33,1578
28,31,1578
