t_s,util_pct,mem_used_mib
0,6,1328
1,3,1581
3,2,1580
4,21,1570
6,29,1540
7,48,1540
9,34,1540
10,36,1540
12,32,1540
14,19,1540
15,24,1540
17,23,1540
18,23,1540
20,24,1540
21,24,1540
23,24,1540
24,34,1540
26,34,1540
27,17,1540
29,36,1540
