t_s,pid,ppid,cpu_pct,rss_kib,comm
24,644597,644572,0.0,2264,bwrap
24,644589,644588,0.0,1656,bwrap
24,644599,644597,0.0,1672,bwrap
24,644594,644589,0.0,6224,xdg-dbus-proxy
24,644636,644599,18.6,886564,WPEWebProcess
26,644572,644557,22.7,231244,sola-browser-wp
26,644584,644572,2.5,108232,WPENetworkProce
26,644588,644572,0.0,2260,bwrap
26,644597,644572,0.0,2264,bwrap
26,644589,644588,0.0,1656,bwrap
26,644599,644597,0.0,1672,bwrap
26,644594,644589,0.0,6224,xdg-dbus-proxy
26,644636,644599,17.9,886568,WPEWebProcess
27,644572,644557,22.7,231244,sola-browser-wp
27,644584,644572,2.4,108232,WPENetworkProce
27,644588,644572,0.0,2260,bwrap
27,644597,644572,0.0,2264,bwrap
27,644589,644588,0.0,1656,bwrap
27,644599,644597,0.0,1672,bwrap
27,644594,644589,0.0,6224,xdg-dbus-proxy
27,644636,644599,17.2,886576,WPEWebProcess
29,644572,644557,22.7,231244,sola-browser-wp
29,644584,644572,2.2,108232,WPENetworkProce
29,644588,644572,0.0,2260,bwrap
29,644597,644572,0.0,2264,bwrap
29,644589,644588,0.0,1656,bwrap
29,644599,644597,0.0,1672,bwrap
29,644594,644589,0.0,6224,xdg-dbus-proxy
29,644636,644599,16.5,886428,WPEWebProcess
